StateA,State,District,Year,Dcandidate,Rcandidate,Ocandidate,Dpercent,Rpercent,Opercent,IncumbentParty,Winner,Margin,IncOverPerformance,P2024,P2020,P2016,P2012,P2008,P2004,P2000,Evs,Redistricted,Polls,Chance,Median
OR,Oregon,President,2020,Joe Biden,Donald Trump,,56.45,40.37,,,,16.08,,,16.08,10.98,12.09,16.35,4.16,0.44,,,21.3,,
PA,Pennsylvania,President,2020,Joe Biden,Donald Trump,,49.85,48.69,,,,1.16,,,1.16,-0.72,5.38,10.32,2.5,4.17,,,4.7,,
RI,Rhode Island,President,2020,Joe Biden,Donald Trump,,59.39,38.61,,,,20.78,,,20.78,15.51,27.46,27.8,20.75,29.08,,,30.6,,
SC,South Carolina,President,2020,Joe Biden,Donald Trump,,43.43,55.11,,,,-11.68,,,-11.68,-14.27,-10.47,-8.97,-17.08,-15.94,,,-7.1,,
SD,South Dakota,President,2020,Joe Biden,Donald Trump,,35.61,61.77,,,,-26.16,,,-26.16,-29.79,-18.02,-8.41,-21.47,-22.74,,,-15.4,,
TN,Tennessee,President,2020,Joe Biden,Donald Trump,,37.45,60.66,,,,-23.21,,,-23.21,-26,-20.4,-15.07,-14.27,-3.87,,,-13.7,,
TX,Texas,President,2020,Joe Biden,Donald Trump,,46.48,52.06,,,,-5.58,,,-5.58,-8.99,-15.79,-11.77,-22.87,-21.32,,,-1.1,,
UT,Utah,President,2020,Joe Biden,Donald Trump,,37.65,58.13,,,,-20.48,,,-20.48,-18.08,-47.93,-28.17,-45.54,-40.49,,,-9.8,,
VT,Vermont,President,2020,Joe Biden,Donald Trump,,66.09,30.67,,,,35.42,,,35.42,26.41,35.6,37.01,20.14,9.93,,,38.7,,
VA,Virginia,President,2020,Joe Biden,Donald Trump,,54.11,44,,,,10.11,,,10.11,5.32,3.88,6.3,-8.2,-8.03,,,11.8,,
WA,Washington,President,2020,Joe Biden,Donald Trump,,57.97,38.77,,,,19.2,,,19.2,15.71,14.87,17.17,7.18,5.58,,,23,,
WV,West Virginia,President,2020,Joe Biden,Donald Trump,,29.69,68.62,,,,-38.93,,,-38.93,-42.07,-26.76,-13.12,-12.86,-6.33,,,-23.8,,
WI,Wisconsin,President,2020,Joe Biden,Donald Trump,,49.45,48.82,,,,0.63,,,0.63,-0.77,6.94,13.91,0.38,0.22,,,8.4,,
WY,Wyoming,President,2020,Joe Biden,Donald Trump,,26.55,69.94,,,,-43.39,,,-43.39,-46.29,-40.82,-32.24,-39.79,-40.06,,,-31.5,,
NAT,National,President,2024,Kamala Harris,Donald Trump,,48.3,49.9,,,,-1.6,,,4.5,2.1,3.9,7.2,-2.4,0.5,,,1.27,,
AL,Alabama,President,2024,Kamala Harris,Donald Trump,,34.1,64.6,,,,-30.5,,,-25.46,-27.72,-22.19,-21.58,-25.62,-14.91,,,,,
AK,Alaska,President,2024,Kamala Harris,Donald Trump,,41.4,54.5,,,,-13.1,,,-10.06,-14.73,-13.99,-21.53,-25.55,-30.95,,,-8,,
AZ,Arizona,President,2024,Kamala Harris,Donald Trump,,46.7,52.2,,,,-5.5,,,0.3,-3.5,-9.06,-8.52,-10.47,-6.29,,,-1.96,,
AR,Arkansas,President,2024,Kamala Harris,Donald Trump,,33.5,64.2,,,,-30.7,,,-27.62,-26.92,-23.69,-19.86,-9.76,-5.45,,,-15,,
CA,California,President,2024,Kamala Harris,Donald Trump,,58.5,38.3,,,,20.2,,,29.16,30.11,23.12,24.06,9.95,11.8,,,25.96,,
CO,Colorado,President,2024,Kamala Harris,Donald Trump,,54.1,43.2,,,,10.9,,,13.5,4.91,5.36,8.95,-4.67,-8.36,,,8,,
CT,Connecticut,President,2024,Kamala Harris,Donald Trump,,56.4,41.9,,,,14.5,,,20.07,13.64,17.33,22.37,10.36,17.47,,,16,,
DE,Delaware,President,2024,Kamala Harris,Donald Trump,,56.49,41.79,,,,14.7,,,18.97,11.37,18.63,24.99,7.6,13.06,,,18.76,,
DC,D.C.,President,2024,Kamala Harris,Donald Trump,,90.3,6.5,,,,83.8,,,86.75,86.77,83.63,85.93,79.84,76.21,,,,,
FL,Florida,President,2024,Kamala Harris,Donald Trump,,43,56.1,,,,-13.1,,,-3.36,-1.2,0.88,2.81,-5.01,-0.01,,,-6.89,,
GA,Georgia,President,2024,Kamala Harris,Donald Trump,,48.5,50.7,,,,-2.2,,,0.23,-5.13,-7.82,-5.21,-16.6,-11.69,,,-1.12,,
HI,Hawaii,President,2024,Kamala Harris,Donald Trump,,60.6,37.5,,,,23.1,,,29.46,32.19,42.71,45.27,8.75,18.33,,,,,
ID,Idaho,President,2024,Kamala Harris,Donald Trump,,30.4,66.9,,,,-36.5,,,-30.77,-31.77,-31.69,-25.43,-38.12,-39.53,,,,,
IL,Illinois,President,2024,Kamala Harris,Donald Trump,,54.6,43.8,,,,10.8,,,16.99,17.07,16.87,25.14,10.34,12.02,,,16,,
IN,Indiana,President,2024,Kamala Harris,Donald Trump,,39.6,58.7,,,,-19.1,,,-16.07,-18.91,-10.2,1.04,-20.68,-15.64,,,-16,,
IA,Iowa,President,2024,Kamala Harris,Donald Trump,,42.5,55.7,,,,-13.2,,,-8.2,-9.41,5.81,9.54,-0.67,0.32,,,-3.68,,
KS,Kansas,President,2024,Kamala Harris,Donald Trump,,41,57.2,,,,-16.2,,,-14.63,-20.6,-21.61,-14.96,-25.38,-20.8,,,-5,,
KY,Kentucky,President,2024,Kamala Harris,Donald Trump,,33.9,64.5,,,,-30.6,,,-25.94,-29.84,-22.69,-16.23,-19.86,-15.13,,,,,
LA,Louisiana,President,2024,Kamala Harris,Donald Trump,,38.2,60.2,,,,-22,,,-18.61,-19.64,-17.2,-18.63,-14.5,-7.67,,,,,
ME,Maine,President,2024,Kamala Harris,Donald Trump,,52,45.6,,,,6.4,,,9.07,2.96,15.29,17.33,8.99,5.12,,,8.94,,
ME01,ME1,President,2024,Kamala Harris,Donald Trump,,59.7,37.9,,,,21.8,,,22.8,14.4,21.8,23.7,23.7,23.7,,,22.56,,
ME02,ME2,President,2024,Kamala Harris,Donald Trump,,44.2,53.3,,,,-9.1,,,-6.1,-9,9.4,10.9,10.9,10.9,,,-5.44,,
MD,Maryland,President,2024,Kamala Harris,Donald Trump,,63,34.3,,,,28.7,,,33.21,26.42,26.07,25.45,12.98,16.39,,,28.12,,
MA,Massachusetts,President,2024,Kamala Harris,Donald Trump,,61.2,36,,,,25.2,,,33.46,27.2,23.14,25.81,25.16,27.3,,,27,,
MI,Michigan,President,2024,Kamala Harris,Donald Trump,,48.3,49.7,,,,-1.4,,,2.78,-0.23,9.5,16.47,3.42,5.13,,,1.93,,
MN,Minnesota,President,2024,Kamala Harris,Donald Trump,,50.9,46.7,,,,4.2,,,7.12,1.52,7.69,10.24,3.48,2.41,,,6.84,,
MS,Mississippi,President,2024,Kamala Harris,Donald Trump,,37.3,61.3,,,,-24,,,-16.54,-17.8,-11.5,-13.18,-19.69,-16.92,,,,,
MO,Missouri,President,2024,Kamala Harris,Donald Trump,,40,58.4,,,,-18.4,,,-15.39,-18.63,-9.38,-0.14,-7.2,-3.34,,,-14.48,,
MT,Montana,President,2024,Kamala Harris,Donald Trump,,38.3,58.1,,,,-19.8,,,-16.37,-20.42,-13.65,-2.26,-20.51,-25.08,,,-17.98,,
NE,Nebraska,President,2024,Kamala Harris,Donald Trump,,39.1,59.6,,,,-20.5,,,-19.05,-25.05,-21.77,-14.93,-33.22,-29,,,-15.74,,
NE01,NE1,President,2024,Kamala Harris,Donald Trump,,42.8,55.8,,,,-13,,,-10,-18.3,-16.2,-9.1,-9.1,-9.1,,,-8,,
NE02,NE2,President,2024,Kamala Harris,Donald Trump,,51.6,47,,,,4.6,,,6.4,-1.9,-6.4,1.9,1.9,1.9,,,10,,
NE03,NE3,President,2024,Kamala Harris,Donald Trump,,22.5,76.3,,,,-53.8,,,-51.8,-53.6,-43,-34.2,-34.2,-34.2,,,-45,,
NV,Nevada,President,2024,Kamala Harris,Donald Trump,,47.5,50.6,,,,-3.1,,,2.39,2.42,6.68,12.5,-2.59,-3.54,,,-0.67,,
NH,New Hampshire,President,2024,Kamala Harris,Donald Trump,,50.7,47.9,,,,2.8,,,7.35,0.37,5.58,9.61,1.37,-1.27,,,5.33,,
NJ,New Jersey,President,2024,Kamala Harris,Donald Trump,,51.8,45.9,,,,5.9,,,15.93,14.1,17.79,15.57,6.68,15.84,,,14.44,,
NM,New Mexico,President,2024,Kamala Harris,Donald Trump,,51.9,45.8,,,,6.1,,,10.79,8.22,10.15,15.13,-0.79,0.06,,,6.18,,
NY,New York,President,2024,Kamala Harris,Donald Trump,,55.6,43.9,,,,11.7,,,23.13,22.49,28.18,26.85,18.29,24.98,,,17.33,,
NC,North Carolina,President,2024,Kamala Harris,Donald Trump,,47.6,50.9,,,,-3.3,,,-1.34,-3.66,-2.04,0.32,-12.44,-12.83,,,-0.87,,
ND,North Dakota,President,2024,Kamala Harris,Donald Trump,,30.5,67,,,,-36.5,,,-33.34,-35.73,-19.62,-8.63,-27.36,-27.6,,,-27,,
OH,Ohio,President,2024,Kamala Harris,Donald Trump,,43.9,55,,,,-11.1,,,-8.03,-8.13,2.98,4.59,-2.1,-3.51,,,-7.68,,
OK,Oklahoma,President,2024,Kamala Harris,Donald Trump,,31.9,66.2,,,,-34.3,,,-33.08,-36.39,-33.54,-31.3,-31.14,-21.88,,,-36,,
OR,Oregon,President,2024,Kamala Harris,Donald Trump,,55.3,41,,,,14.3,,,16.08,10.98,12.09,16.35,4.16,0.44,,,12,,
PA,Pennsylvania,President,2024,Kamala Harris,Donald Trump,,48.6,50.4,,,,-1.8,,,1.16,-0.72,5.38,10.32,2.5,4.17,,,0.2,,
RI,Rhode Island,President,2024,Kamala Harris,Donald Trump,,55.5,41.8,,,,13.7,,,20.78,15.51,27.46,27.8,20.75,29.08,,,14,,
SC,South Carolina,President,2024,Kamala Harris,Donald Trump,,40.4,58.2,,,,-17.8,,,-11.68,-14.27,-10.47,-8.97,-17.08,-15.94,,,-11.57,,
SD,South Dakota,President,2024,Kamala Harris,Donald Trump,,34.2,63.4,,,,-29.2,,,-26.16,-29.79,-18.02,-8.41,-21.47,-22.74,,,-26,,
TN,Tennessee,President,2024,Kamala Harris,Donald Trump,,34.4,64.1,,,,-29.7,,,-23.21,-26,-20.4,-15.07,-14.27,-3.87,,,-21,,
TX,Texas,President,2024,Kamala Harris,Donald Trump,,42.5,56.2,,,,-13.7,,,-5.58,-8.99,-15.79,-11.77,-22.87,-21.32,,,-7.01,,
UT,Utah,President,2024,Kamala Harris,Donald Trump,,37.8,59.4,,,,-21.6,,,-20.48,-18.08,-47.93,-28.17,-45.54,-40.49,,,-24.62,,
VT,Vermont,President,2024,Kamala Harris,Donald Trump,,63.8,32.3,,,,31.5,,,35.42,26.41,35.6,37.01,20.14,9.93,,,41,,
VA,Virginia,President,2024,Kamala Harris,Donald Trump,,51.8,46.1,,,,5.7,,,10.11,5.32,3.88,6.3,-8.2,-8.03,,,6.89,,
WA,Washington,President,2024,Kamala Harris,Donald Trump,,57.6,39.3,,,,18.3,,,19.2,15.71,14.87,17.17,7.18,5.58,,,21.33,,
WV,West Virginia,President,2024,Kamala Harris,Donald Trump,,28.1,70,,,,-41.9,,,-38.93,-42.07,-26.76,-13.12,-12.86,-6.33,,,-27,,
WI,Wisconsin,President,2024,Kamala Harris,Donald Trump,,48.8,49.6,,,,-0.8,,,0.63,-0.77,6.94,13.91,0.38,0.22,,,1.15,,
WY,Wyoming,President,2024,Kamala Harris,Donald Trump,,25.8,71.6,,,,-45.8,,,-43.39,-46.29,-40.82,-32.24,-39.79,-40.06,,,-41.22,,
,House,AKAL,2022,Mary Peltola,Sarah Palin,,55,45,,,,10,,,-10.1,,,,,,,,,,
,House,AL01,2022,,Jerry Carl,Alexander Remrey,,84.2,15.8,,,-68.4,,,-28.22,,,,,,,,,,
,House,AL02,2022,Phyllis Harvey-Hall,Barry Moore,,29.2,69.1,,,,-39.9,,,-29.37,,,,,,,,,,
,House,AL03,2022,Lin Veasey,Mike Rogers,,25.1,71.2,,,,-46.1,,,-34.03,,,,,,,,,,
,House,AL04,2022,Rick Neighbors,Robert Aderholt,,13.6,84.2,,,,-70.6,,,-61.67,,,,,,,,,,
,House,AL05,2022,Kathy Warner-Stanton,Dale Strong,,29.6,67.2,,,,-37.6,,,-26.99,,,,,,,,,,
,House,AL06,2022,,Gary Palmer,Andria Chieffo,,84.7,15.3,,,-69.4,,,-29.86,,,,,,,,,,
,House,AL07,2022,Terri Sewell,Beatrice Nichols,,63.6,34.8,,,,28.8,,,32.05,,,,,,,,,,
,House,AR01,2022,Monte Hodges,Rick Crawford,,26.2,73.8,,,,-47.6,,,-40.9,,,,,,,,,,
,House,AR02,2022,Quintessa Hathaway,French Hill,,35.3,60,,,,-24.7,,,-13.1,,,,,,,,,,
,House,AR03,2022,Lauren Mallet-Hays,Steve Womack,,32.9,63.7,,,,-30.8,,,-23.4,,,,,,,,,,
,House,AR04,2022,John White,Bruce Westerman,,26.2,71,,,,-44.8,,,-35.2,,,,,,,,,,
,House,AZ01,2022,Jevin Hodge,David Schweikert,,49.6,50.4,,,,-0.8,,,1.5,,,,,,,,,,
,House,AZ02,2022,Tom O'Halleran,Eli Crane,,46.1,53.9,,,,-7.8,,,-7.9,,,,,,,,,,
,House,AZ03,2022,Ruben Gallego,Jeff Zink,,77,23,,,,54,,,50.6,,,,,,,,,,
,House,AZ04,2022,Greg Stanton,Kelly Cooper,,56.1,43.9,,,,12.2,,,10.3,,,,,,,,,,
,House,AZ05,2022,Javier Ramos,Andy Biggs,,37.4,56.7,,,,-19.3,,,-16.4,,,,,,,,,,
,House,AZ06,2022,Kirsten Engel,Juan Ciscomani,,49.3,50.7,,,,-1.4,,,0.1,,,,,,,,,,
,House,AZ07,2022,Raul Grijalva,Luis Pozzolo,,64.5,35.5,,,,29,,,32.8,,,,,,,,,,
,House,AZ08,2022,,Debbie Lesko,,,,,,,RN/A,,,-13.5,,,,,,,,,,
,House,AZ09,2022,,Paul Gosar,,,,,,,RN/A,,,-25.8,,,,,,,,,,
,House,CA01,2022,Max Steiner,Doug LaMalfa,,37.9,62.1,,,,-24.2,,,-19.47,,,,,,,,,,
,House,CA02,2022,Jared Huffman,Douglas Brower,,74.4,25.6,,,,48.8,,,50.71,,,,,,,,,,
,House,CA03,2022,Kermit Jones,Kevin Kiley,,46.4,53.6,,,,-7.2,,,-1.83,,,,,,,,,,
,House,CA04,2022,Mike Thompson,Matt Brock,,67.8,32.2,,,,35.6,,,37.48,,,,,,,,,,
,House,CA05,2022,Mike Barkley,Tom McClintock,,38.7,61.3,,,,-22.6,,,-12.61,,,,,,,,,,
,House,CA06,2022,Ami Bera,Tamika Barkley,,55.9,44.1,,,,11.8,,,18.93,,,,,,,,,,
,House,CA07,2022,Doris Matsui,Max Semenenko,,68.3,31.7,,,,36.6,,,38.04,,,,,,,,,,
,House,CA08,2022,John Garamendi,Rudy Recile,,75.7,24.3,,,,51.4,,,55.15,,,,,,,,,,
,House,CA09,2022,Josh Harder,Tom Patti,,54.8,45.2,,,,9.6,,,12.89,,,,,,,,,,
,House,CA10,2022,Mark DeSaulnier,,Michael Kerr,78.9,,21.1,,,57.8,,,40.21,,,,,,,,,,
,House,CA11,2022,Nancy Pelosi,John Dennis,,84,16,,,,68,,,76.06,,,,,,,,,,
,House,CA12,2022,Barbara Lee,Stephen Slauson,,90.5,9.5,,,,81,,,82.42,,,,,,,,,,
,House,CA13,2022,Adam Gray,John Duarte,,49.8,50.2,,,,-0.4,,,11.09,,,,,,,,,,
,House,CA14,2022,Eric Swalwell,Alison hayden,,69.3,30.7,,,,38.6,,,46.44,,,,,,,,,,
,House,CA15,2022,Kevin Mullin,,,,,,,,DN/A,,,58.45,,,,,,,,,,
,House,CA16,2022,Anna Eshoo,,,,,,,,DN/A,,,54.21,,,,,,,,,,
,House,CA17,2022,Ro Khanna,Ritesh Tandon,,70.9,29.1,,,,41.8,,,48.38,,,,,,,,,,
,House,CA18,2022,Zoe Lofgren,Peter Hernandez,,65.9,34.1,,,,31.8,,,45.02,,,,,,,,,,
,House,CA19,2022,Jimmy Panetta,Jeff Gorman,,68.7,31.3,,,,37.4,,,40.52,,,,,,,,,,
,House,CA20,2022,Marisa Wood,Kevin McCarthy,,32.8,67.2,,,,-34.4,,,-25.46,,,,,,,,,,
,House,CA21,2022,Jim Costa,Michael Maher,,54.2,45.8,,,,8.4,,,20.7,,,,,,,,,,
,House,CA22,2022,Rudy Salas,David Valadao,,48.5,51.5,,,,-3,,,13.21,,,,,,,,,,
,House,CA23,2022,Derek Marshall,Jay Obernolte,,39,61,,,,-22,,,-10.07,,,,,,,,,,
,House,CA24,2022,Salud Carbajal,Brad Allen,,60.6,39.4,,,,21.2,,,29.76,,,,,,,,,,
,House,CA25,2022,Raul Ruiz,Brian Hawkins,,57.4,42.6,,,,14.8,,,15.61,,,,,,,,,,
,House,CA26,2022,Julia Brownley,Matt Jacobs,,54.5,45.5,,,,9,,,20.4,,,,,,,,,,
,House,CA27,2022,Christy Smith,Mike Garcia,,46.8,53.2,,,,-6.4,,,12.64,,,,,,,,,,
,House,CA28,2022,Judy Chu,Wes Hallman,,66.2,33.8,,,,32.4,,,34.56,,,,,,,,,,
,House,CA29,2022,Tony Cardenas,,,,,,,,DN/A,,,52.47,,,,,,,,,,
,House,CA30,2022,Adam Schiff,,,,,,,,DN/A,,,47.08,,,,,,,,,,
,House,CA31,2022,Grace Napolitano,Daniel Martinez,,59.5,40.5,,,,19,,,31.69,,,,,,,,,,
,House,CA32,2022,Brad Sherman,Lucie Volotzky,,69.2,30.8,,,,38.4,,,41.48,,,,,,,,,,
,House,CA33,2022,Pete Aguilar,John Porter,,57.7,42.3,,,,15.4,,,25.93,,,,,,,,,,
,House,CA34,2022,Jimmy Gomez,,,,,,,,DN/A,,,65.79,,,,,,,,,,
,House,CA35,2022,Norma Torres,Mike Cargile,,57.4,42.6,,,,14.8,,,28.59,,,,,,,,,,
,House,CA36,2022,Ted Lieu,Joe Collins III,,69.8,30.2,,,,39.6,,,45.05,,,,,,,,,,
,House,CA37,2022,Sydney Kamlager-Dove,,,,,,,,DN/A,,,74.69,,,,,,,,,,
,House,CA38,2022,Linda Sanchez,Eric Ching,,58.1,41.9,,,,16.2,,,30.82,,,,,,,,,,
,House,CA39,2022,Mark Takano,Aja Smith,,57.7,42.3,,,,15.4,,,26.71,,,,,,,,,,
,House,CA40,2022,Asif Mahmood,Young Kim,,43.2,56.8,,,,-13.6,,,1.91,,,,,,,,,,
,House,CA41,2022,Will Rollins,Ken Calvert,,47.7,52.3,,,,-4.6,,,-1.11,,,,,,,,,,
,House,CA42,2022,Robert Garcia,John Briscoe,,68.4,31.6,,,,36.8,,,46.95,,,,,,,,,,
,House,CA43,2022,Maxine Waters,Omar Navarro,,77.3,22.7,,,,54.6,,,65.22,,,,,,,,,,
,House,CA44,2022,Nanette Barrragan,Paul Jones,,72.2,27.8,,,,44.4,,,49.37,,,,,,,,,,
,House,CA45,2022,Jay Chen,Michelle Steel,,47.6,52.4,,,,-4.8,,,6.3,,,,,,,,,,
,House,CA46,2022,Lou Correa,Christopher Gonzales,,61.8,38.2,,,,23.6,,,31.08,,,,,,,,,,
,House,CA47,2022,Katie Porter,Scott Baugh,,51.7,48.3,,,,3.4,,,11.32,,,,,,,,,,
,House,CA48,2022,Stephen Houlahan,Darrell Issa,,39.6,60.4,,,,-20.8,,,-12.61,,,,,,,,,,
,House,CA49,2022,Mike Levin,Brian Marvott,,52.6,47.4,,,,5.2,,,11.67,,,,,,,,,,
,House,CA50,2022,Scott Peters,Corey Gustafson,,62.8,37.2,,,,25.6,,,33.9,,,,,,,,,,
,House,CA51,2022,Sara Jacobs,Stan Caplan,,61.9,38.1,,,,23.8,,,27.95,,,,,,,,,,
,House,CA52,2022,Juan Vargas,Tyler Geffeney,,66.7,33.3,,,,33.4,,,37.64,,,,,,,,,,
,House,CO01,2022,Diana DeGette,Jennifer Qualteri,,80.3,17.5,,,,62.8,,,62.72,,,,,,,,,,
,House,CO02,2022,Joe Neguse,Marshall Dawson,,70,28,,,,42,,,40.94,,,,,,,,,,
,House,CO03,2022,Adam Frisch,Lauren Boebert,,49.9,50.1,,,,-0.2,,,-8.45,,,,,,,,,,
,House,CO04,2022,Ike McCorkle,Ken Buck,,36.6,60.9,,,,-24.3,,,-19.03,,,,,,,,,,
,House,CO05,2022,Doug Lamborn,David Torres,,40.3,56,,,,-15.7,,,-10.5,,,,,,,,,,
,House,CO06,2022,Jason Crow,Steve Monahan,,60.6,37.4,,,,23.2,,,24.43,,,,,,,,,,
,House,CO07,2022,Brittany Pettersen,Erik Aadland,,56.4,41.4,,,,15,,,14.58,,,,,,,,,,
,House,CO08,2022,Yadira Caraveo,Barba Kirkmeyer,,48.4,47.7,,,,0.7,,,4.68,,,,,,,,,,
,House,CT01,2022,John Larson,Larry Lazor,,61.3,37.5,,,,23.8,,,28.51,,,,,,,,,,
,House,CT02,2022,Joe Courtney,Mike France,,58.2,40.2,,,,18,,,11.71,,,,,,,,,,
,House,CT03,2022,Rosa DeLauro,Lesley Denardis,,56.8,40.7,,,,16.1,,,19.98,,,,,,,,,,
,House,CT04,2022,Jim Himes,Jayme Stevenson,,59.4,40.6,,,,18.8,,,31.64,,,,,,,,,,
,House,CT05,2022,Jahana Hayes,George Logan,,50.4,49.6,,,,0.8,,,10.91,,,,,,,,,,
,House,DEAL,2022,Lisa Blunt Rochester,Lee Murphy,,55.5,43,,,,12.5,,,19.25,,,,,,,,,,
,House,FL01,2022,Rebekah Jones,Matt Gaetz,,32.1,67.9,,,,-35.8,,,-32.88,,,,,,,,,,
,House,FL02,2022,Maxwell Frost,Calvin Wimbish,,59,39.4,,,,19.6,,,32.15,,,,,,,,,,
,House,FL02,2022,Al Lawson,Neal Dunn,,40.2,59.2,,,,-19,,,-11.11,,,,,,,,,,
,House,FL03,2022,Danielle Hawk,Kat Cammack,,36.3,62.5,,,,-26.2,,,-14.24,,,,,,,,,,
,House,FL04,2022,LaShonda Holloway,Aaron Bean,,39.5,60.5,,,,-21,,,-6.78,,,,,,,,,,
,House,FL05,2022,,John Rutherford,,,,,,,RN/A,,,-15.98,,,,,,,,,,
,House,FL06,2022,,Michael Waltz,Joe Hannoush,,75.3,24.7,,,-50.6,,,-23.89,,,,,,,,,,
,House,FL07,2022,Karen Green,Cory Mills,,41.5,58.5,,,,-17,,,-5.61,,,,,,,,,,
,House,FL08,2022,Joanne Terry,Bill Posey,,35.1,64.9,,,,-29.8,,,-17.84,,,,,,,,,,
,House,FL09,2022,Darren Soto,Scotty Moore,,53.6,46.4,,,,7.2,,,17.6,,,,,,,,,,
,House,FL11,2022,Shante Munns,Daniel Webster,,35.4,63.1,,,,-27.7,,,-10.96,,,,,,,,,,
,House,FL12,2022,Kimberly Walker,Gus Bilirakis,,29.6,70.4,,,,-40.8,,,-29.01,,,,,,,,,,
,House,FL13,2022,Eric Lynn,Anna Paulina Luna,,45.1,53.1,,,,-8,,,-6.84,,,,,,,,,,
,House,FL14,2022,Kathy Castor,James Judge,,43.1,56.9,,,,-13.8,,,19.4,,,,,,,,,,
,House,FL15,2022,Alan Cohn,Laurel Lee,,41.5,58.5,,,,-17,,,-3.17,,,,,,,,,,
,House,FL16,2022,Jan Schneider,Vern Buchanan,,37.8,62.2,,,,-24.4,,,-8.98,,,,,,,,,,
,House,FL17,2022,Andrea Kale,Greg Steube,,35.5,63.8,,,,-28.3,,,-16.07,,,,,,,,,,
,House,FL18,2022,,Scott Franklin,Keith Hayden,,74.7,25.3,,,-49.4,,,-23.04,,,,,,,,,,
,House,FL19,2022,Cindy Banyai,Byron Donalds,,32,68,,,,-36,,,-21.18,,,,,,,,,,
,House,FL20,2022,Sheila Cherfilus-McCormick,Drew-Montez Clark,,72.3,27.7,,,,44.6,,,52.68,,,,,,,,,,
,House,FL21,2022,Corinna Balderramos Robinson,Brian Mast,,36.5,63.5,,,,-27,,,-9.5,,,,,,,,,,
,House,FL22,2022,Lois Frankel,Daniel Franzese,,55.1,44.9,,,,10.2,,,17.72,,,,,,,,,,
,House,FL23,2022,Jared Moskowitz,Joe Budd,,51.6,46.8,,,,4.8,,,13.27,,,,,,,,,,
,House,FL24,2022,Frederica Wilson,Jesus Navarro,,71.8,28.2,,,,43.6,,,49.33,,,,,,,,,,
,House,FL25,2022,Debbie Wasserman Schultz,Carla Spalding,,55.1,44.9,,,,10.2,,,20.03,,,,,,,,,,
,House,FL26,2022,Christine Olivo,Mario Diaz-Balart,,29.1,70.9,,,,-41.8,,,-18.43,,,,,,,,,,
,House,FL27,2022,Anette Taddeo,Maria Elvira Salazar,,42.7,57.3,,,,-14.6,,,-0.32,,,,,,,,,,
,House,FL28,2022,Robert Asencio,Carlos A. Gimenez,,36.3,63.7,,,,-27.4,,,-6.38,,,,,,,,,,
,House,GA01,2022,Wade Herring,Buddy Carter,,40.8,59.1,,,,-18.3,,,-13.57,,,,,,,,,,
,House,GA02,2022,Sanford Bishop,Chris West,,55,45,,,,10,,,10.47,,,,,,,,,,
,House,GA03,2022,Val Almonord,Drew Ferguson,,31.3,68.7,,,,-37.4,,,-30.49,,,,,,,,,,
,House,GA04,2022,Hank Johnson,Jonathan Chavez,,78.5,21.5,,,,57,,,58.35,,,,,,,,,,
,House,GA05,2022,Nikema Williams,Christian Zimm,,82.5,17.5,,,,65,,,67.32,,,,,,,,,,
,House,GA06,2022,Bob Christian,Rich McCormick,,37.8,62.2,,,,-24.4,,,26.14,,,,,,,,,,
,House,GA07,2022,Lucy McBath,Mark Gonsalves,,61.1,38.9,,,,22.2,,,-15,,,,,,,,,,
,House,GA08,2022,Darrius Butler,Austin Scott,,31.4,68.6,,,,-37.2,,,-27.91,,,,,,,,,,
,House,GA09,2022,Mike Ford,Andrew Clyde,,27.6,72.4,,,,-44.8,,,-38.38,,,,,,,,,,
,House,GA10,2022,Tabitha Johnson-Green,Mike Collins,,35.5,64.5,,,,-29,,,-23.73,,,,,,,,,,
,House,GA11,2022,Antonio Daza,Barry Loudermilk,,37.4,62.6,,,,-25.2,,,-15.55,,,,,,,,,,
,House,GA12,2022,Liz Johnson,Rick Allen,,40.4,59.6,,,,-19.2,,,-10.27,,,,,,,,,,
,House,GA13,2022,David Scott,Caesar Gonzales,,81.8,18.2,,,,63.6,,,60.96,,,,,,,,,,
,House,GA14,2022,Marcus Flowers,Marjorie Taylor Greene,,34.1,65.9,,,,-31.8,,,-37.91,,,,,,,,,,
,House,HI01,2022,Ed Case,Conrad Kress,,73.7,26.3,,,,47.4,,,29.93,,,,,,,,,,
,House,HI02,2022,Jill Tokuda,Joe Akana,,62.2,35.3,,,,26.9,,,30.19,,,,,,,,,,
,House,IA01,2022,Christina Bohannan,Mariannette Miller-Meeks,,46.6,53.4,,,,-6.8,,,-2.94,,,,,,,,,,
,House,IA02,2022,Liz Mathis,Ashley Hinson,,45.9,54.1,,,,-8.2,,,-4.48,,,,,,,,,,
,House,IA03,2022,Cindy Axne,Zach Nunn,,49.6,50.3,,,,-0.7,,,-0.35,,,,,,,,,,
,House,IA04,2022,Ryan Melton,Randy Feenstra,,30.4,67.4,,,,-37,,,-26.48,,,,,,,,,,
,House,ID01,2022,Kaylee Peterson,Russ Fulcher,,26.3,71.3,,,,-45,,,-39.26,,,,,,,,,,
,House,ID02,2022,Wendy Norman,Mike Simpson,,36.4,63.6,,,,-27.2,,,-23.71,,,,,,,,,,
,House,IL01,2022,Jonathan Jackson,Eric Carlson,,67,33,,,,34,,,42.97,,,,,,,,,,
,House,IL02,2022,Robin Kelley,Thomas Lynch,,67.1,32.9,,,,34.2,,,40.58,,,,,,,,,,
